IoU,P,R,f1
0.556028425693512,0.613117743276218,0.8565595264853525,0.7146764186475377
0.6609526872634888,0.7096090238317361,0.9060097455332973,0.7958717777989156
0.4879108965396881,0.5443468609757275,0.8247486748309267,0.6558334907922849
0.5266144275665283,0.5581704734958497,0.9030527177372905,0.6899115290194081
0.4512006342411041,0.8625370187561698,0.4861594102100431,0.6218307979717107
0.6337227821350098,0.7436277974087161,0.810886485653369,0.7758021111097457
0.5639875531196594,0.737921041379638,0.7052533599709407,0.7212174680194088
0.5454995632171631,0.5721950586300896,0.9212121212121213,0.705920034164309
0.4873354136943817,0.6571539256198347,0.6534831460674158,0.6553133953578212
0.6885766386985779,0.7570595270055891,0.8838832848920043,0.8155704839154956
0.6756206154823303,0.7053726169844021,0.941238305476716,0.8064123924888549
0.5057161450386047,0.5477905780020583,0.8681469009786383,0.6717283774706373
0.6753667593002319,0.7997778802229579,0.8127901529025938,0.8062315166877905
0.5917352437973022,0.6620347295599992,0.8478527294081601,0.7435096557514693
0.6255956888198853,0.7273582324372392,0.8172350850225766,0.7696817799332254
0.6275122761726379,0.6897669804244199,0.8742562718518064,0.771130618262481
0.6747121810913086,0.712092692516836,0.9278142627462735,0.8057649300091112
0.6901959180831909,0.7589711478252492,0.8839459770276146,0.8167052161687626
0.6967713832855225,0.7396763893373516,0.9231492537313433,0.8212908066047443
0.31091785430908203,0.36685143616290256,0.6709677419354839,0.4743513801682265
0.4838768541812897,0.5622828708830803,0.7762907110692219,0.6521792683570586
0.2224576771259308,0.29229947125660927,0.4821395435145667,0.3639515338282673
0.7124567031860352,0.7499551426463845,0.9344213428720471,0.8320872411962486
0.19769054651260376,0.22053902342484977,0.6561395996146023,0.33011957341376713
0.7099865674972534,0.758072070282008,0.9179857351551087,0.830400174123939
0.6996538043022156,0.7210707822583399,0.9592768402643712,0.8232897673557305
0.6351128220558167,0.6931293370911589,0.8835552335235335,0.7768428317362568
0.6567052602767944,0.7045972059819066,0.9062054772835206,0.7927846830315409
0.32347995042800903,0.6073263837909264,0.4090279837832493,0.48883242732214605
0.4064490497112274,0.48804281809899785,0.7085503292827423,0.5779790737140224
0.3628818392753601,0.5695675925536833,0.5,0.5325213633238386
0.49524638056755066,0.5969441254306685,0.7440485451999378,0.6624277937081826
0.717812180519104,0.7675260591550118,0.917233678774556,0.8357283652317671
0.7303895950317383,0.7632503017667069,0.9443350756907203,0.8441909154352641
0.6381493210792542,0.7018916365926321,0.8754191463009395,0.779110095442936
0.5372326374053955,0.6019521369738634,0.8332435586677439,0.6989607651178553
0.46435996890068054,0.6064449297273083,0.6646517336606321,0.634215611641389
0.6624447107315063,0.7362352119003645,0.8685845528694679,0.796952463290421
0.689294695854187,0.827642366496787,0.804824443271313,0.816073935295692
0.5978260636329651,0.6926179778965664,0.8137160470044308,0.7482993197278912
0.5174267292022705,0.5492324543477906,0.8993468251418781,0.6819791930981983
0.531434178352356,0.6533276647003596,0.74015131750587,0.694034625517501
0.5292646884918213,0.6775604551920341,0.7074483885340859,0.692181937077672
0.7080028057098389,0.8197614956635575,0.8385345287539101,0.829041750490011
0.5863699913024902,0.6784817771738104,0.8119988254161866,0.7392600818475332
0.33423590660095215,0.6538509363109597,0.40609168417150626,0.5010147205945406
0.5655161142349243,0.6676767676767676,0.7870511627906976,0.7224660575527281
0.7765808701515198,0.8210567904627752,0.9347949384913262,0.8742420778270612
0.39651933312416077,0.41960237181723054,0.8781662895101833,0.5678680167103306
0.5950096845626831,0.714156579154221,0.7810109172182584,0.7460890987476904
0.7487474679946899,0.8027189987624958,0.9176013805004314,0.8563242873795134
0.7689733505249023,0.8165699208443272,0.9295405760420338,0.8694007348947663
0.4306115508079529,0.6110903160258809,0.5931693138170872,0.601996470619222
0.5887624025344849,0.5988615822468366,0.9721545857526378,0.7411585510971487
0.6436030268669128,0.6753652597402597,0.9319034552276418,0.7831611643174812
0.06109208986163139,0.24318507890961263,0.07543391188251002,0.11514945652173914
0.3831457197666168,0.38462273668560504,0.9900768158333562,0.5540207731020452
0.668551504611969,0.6816600578976817,0.9720401012939258,0.8013555638173134
0.6041210293769836,0.6533224926274013,0.8891577111348675,0.7532112642491162
0.46064504981040955,0.47519717277938195,0.937664767412195,0.6307419484011212
0.7105551958084106,0.779330674018889,0.8895231080832259,0.8307889532475045
0.6380674242973328,0.6973001728953319,0.8825113617236156,0.7790490341753343
0.4189300537109375,0.4767931211965243,0.7753815854258985,0.5904872607285475
0.6325342059135437,0.7397914676193246,0.8135306747065004,0.774910799756331
0.5784846544265747,0.6434357461088931,0.851427915167292,0.7329620353282363
0.6879595518112183,0.8140213667508114,0.8162566530686043,0.8151374775008605
0.563160240650177,0.7276319097733558,0.7135862481947233,0.7205406366708161
0.5391160249710083,0.6966784080060572,0.7044705569055624,0.7005528153861431
0.7556825876235962,0.7725529583637691,0.971914307047269,0.8608419178430624
0.6821581721305847,0.7413214512099631,0.8952606101542272,0.8110511662060313
0.6419392824172974,0.6951977343574907,0.8933836043254,0.7819281802140385
0.6085900664329529,0.734860883797054,0.7798241487860477,0.7566751514087598
0.7170434594154358,0.7724142633121974,0.9091127945047185,0.835207124584387
0.6953915953636169,0.7322140221402214,0.932559451076229,0.8203315556657985
0.6381678581237793,0.6856147714840698,0.9021681649920676,0.7791239042460071
0.5650990009307861,0.6606508066721356,0.7962147783715072,0.7221255564213964
0.6376188397407532,0.7264620456864747,0.8390664950042613,0.7787145958499521
0.6196041703224182,0.6801325991684459,0.874407069418025,0.765130366078483
0.728529155254364,0.7576448091785515,0.949894114356495,0.8429469279933338
0.6935192942619324,0.7391081496668375,0.9183251074669638,0.8190273340433084
0.5410146117210388,0.6535725175322695,0.7585373046299027,0.7021537957579231
0.6494508385658264,0.7015147291143946,0.897444026154151,0.7874752251469106
0.24019938707351685,0.38294673539518903,0.39186813186813185,0.38735607212687384
0.3817930221557617,0.800580656868082,0.42191833221765324,0.5526052104208417
0.7328304648399353,0.7891956373551465,0.9111956450449269,0.8458190009436548
0.6712509989738464,0.7961645101663586,0.8105476100865638,0.8032916822081313
0.6949321627616882,0.7317557938948474,0.9324763452164772,0.8200117666834762
0.6594507694244385,0.7047897403679373,0.9111197429287757,0.7947819524553932
