IoU,P,R,f1
0.556028425693512,0.613117743276218,0.8565595264853525,0.7146764186475377
0.6609526872634888,0.7096090238317361,0.9060097455332973,0.7958717777989156
0.47713348269462585,0.5556257568577897,0.7715591299579602,0.6460262316156777
0.5158181190490723,0.5464228000587631,0.9020523236426471,0.680580492435072
0.49037227034568787,0.8640579054512554,0.5313673668104048,0.6580534022394487
0.6293531060218811,0.7421828768906668,0.8054406740476252,0.7725189711244702
0.5609633326530457,0.7308504646578429,0.7070241554667636,0.7187399030694669
0.547587513923645,0.574249262280854,0.9218390804597701,0.7076659803738068
0.4287393391132355,0.553280242700038,0.6557303370786517,0.6001645413410119
0.6955991983413696,0.7694687726127205,0.8787257080982505,0.8204759814290086
0.67364501953125,0.7027800650903815,0.942026700304846,0.8050034808776303
0.5031530857086182,0.5444536014504697,0.8689887403977691,0.66946352931639
0.6774578094482422,0.8044015460324836,0.8110652072064398,0.8077196331053498
0.5999533534049988,0.6685187776067796,0.8540060256344789,0.7499635646139531
0.6255956888198853,0.7273582324372392,0.8172350850225766,0.7696817799332254
0.6275122761726379,0.6897669804244199,0.8742562718518064,0.771130618262481
0.6747121810913086,0.712092692516836,0.9278142627462735,0.8057649300091112
0.6901959180831909,0.7589711478252492,0.8839459770276146,0.8167052161687626
0.7023481726646423,0.7546028210838901,0.9102537313432836,0.825152212149912
0.3113248348236084,0.3702418901181324,0.6617511520737327,0.4748249015540927
0.4838768541812897,0.5622828708830803,0.7762907110692219,0.6521792683570586
0.22529670596122742,0.29873931314302277,0.47819632584895155,0.3677422807299192
0.7450625896453857,0.795793991416309,0.9211814094443203,0.8539092991929264
0.19817909598350525,0.22183664523670368,0.6501445241408843,0.3308004466595855
0.6777186393737793,0.7278414728254878,0.9077597318896623,0.8079049811476601
0.7011083960533142,0.7199708232260691,0.9639782870380885,0.8242959798019034
0.6278886198997498,0.6968944099378882,0.8637804546689611,0.7714147051686484
0.6529062390327454,0.7008887526815814,0.9050973563400349,0.7900100176171888
0.3066019117832184,0.603575592693354,0.3839117966973203,0.469311897494787
0.4064490497112274,0.48804281809899785,0.7085503292827423,0.5779790737140224
0.34584036469459534,0.5675747982342711,0.46956617972554227,0.5139396386393458
0.4946390390396118,0.5972455239764618,0.7422125408433172,0.6618842791730263
0.7638968229293823,0.8103097170298775,0.9302487874664155,0.866146848602989
0.7413884997367859,0.7755898923411614,0.9438598873124703,0.8514912119541919
0.613839328289032,0.6944839458124392,0.8409207624686584,0.7607192632470692
0.5237119197845459,0.5830754321798118,0.837238531286471,0.6874159249636058
0.4639880061149597,0.6060402496711171,0.6643755753298558,0.6338685832223313
0.6618760228157043,0.7360403556088303,0.8678778598981184,0.7965407742720086
0.6866846680641174,0.8324666261452917,0.796798069360799,0.814241912133039
0.5978260636329651,0.6926179778965664,0.8137160470044308,0.7482993197278912
0.5049406290054321,0.5358889919109889,0.8973658849983939,0.6710439395455912
0.5327227115631104,0.6553863107193004,0.7400108370627546,0.6951325264864457
0.5280026793479919,0.6803367148715735,0.7022129808406357,0.6911017723369268
0.6922071576118469,0.8160592907181297,0.8201742914831515,0.8181116166464916
0.5834922194480896,0.6817474795967354,0.8019245104018432,0.7369688414672119
0.33423590660095215,0.6538509363109597,0.40609168417150626,0.5010147205945406
0.5662121176719666,0.6691043783835122,0.7864186046511628,0.7230337655229038
0.7312896251678467,0.7832889591943587,0.916775863305366,0.8447918012056698
0.39651933312416077,0.41960237181723054,0.8781662895101833,0.5678680167103306
0.57526695728302,0.6899992354155516,0.7757672139602854,0.7303739074134025
0.7487474679946899,0.8027189987624958,0.9176013805004314,0.8563242873795134
0.7533004283905029,0.7833621269468659,0.9515266075032839,0.8592941925310844
0.4306115508079529,0.6110903160258809,0.5931693138170872,0.601996470619222
0.5887624025344849,0.5988615822468366,0.9721545857526378,0.7411585510971487
0.6436030268669128,0.6753652597402597,0.9319034552276418,0.7831611643174812
0.07119082659482956,0.2963818321785989,0.08566978193146417,0.13291904022095632
0.3864789605140686,0.3881373569198751,0.9890653617998415,0.5574970338526017
0.668551504611969,0.6816600578976817,0.9720401012939258,0.8013555638173134
0.6129090785980225,0.6660783621602542,0.8847690316772633,0.7600045108905787
0.46064504981040955,0.47519717277938195,0.937664767412195,0.6307419484011212
0.7105551958084106,0.779330674018889,0.8895231080832259,0.8307889532475045
0.6380674242973328,0.6973001728953319,0.8825113617236156,0.7790490341753343
0.4189300537109375,0.4767931211965243,0.7753815854258985,0.5904872607285475
0.6325342059135437,0.7397914676193246,0.8135306747065004,0.774910799756331
0.5731898546218872,0.6376077864655609,0.8501518515682822,0.7286976019250225
0.6798697710037231,0.8069497635867429,0.8119286271230493,0.8094315391028096
0.563160240650177,0.7276319097733558,0.7135862481947233,0.7205406366708161
0.5327540040016174,0.6964715316760225,0.6938517359608535,0.6951591655688772
0.7556825876235962,0.7725529583637691,0.971914307047269,0.8608419178430624
0.6821581721305847,0.7413214512099631,0.8952606101542272,0.8110511662060313
0.642727792263031,0.6969194894452626,0.8920744639069986,0.7825128328797326
0.6085900664329529,0.734860883797054,0.7798241487860477,0.7566751514087598
0.716217041015625,0.7716056952108454,0.9089041535597355,0.834646249530224
0.6953915953636169,0.7322140221402214,0.932559451076229,0.8203315556657985
0.6349860429763794,0.6935115296724603,0.8826899347787767,0.7767479737852406
0.5668490529060364,0.6621325828642902,0.7975330147595395,0.7235528409272923
0.6376188397407532,0.7264620456864747,0.8390664950042613,0.7787145958499521
0.6169297099113464,0.68388315429967,0.8630420649635212,0.7630878627238085
0.7195122241973877,0.7500039576374488,0.9465177608183162,0.8368794326241136
0.6935741305351257,0.739894043987799,0.9172106352491641,0.8190655600774851
0.5535480380058289,0.674502712477396,0.7553130836528065,0.7126242765989019
0.6422093510627747,0.6927427243824896,0.8979988111749554,0.7821284967297704
0.215725839138031,0.34458080733402335,0.365839874411303,0.35489225614863323
0.3817930221557617,0.800580656868082,0.42191833221765324,0.5526052104208417
0.7328304648399353,0.7891956373551465,0.9111956450449269,0.8458190009436548
0.6712509989738464,0.7961645101663586,0.8105476100865638,0.8032916822081313
0.6949321627616882,0.7317557938948474,0.9324763452164772,0.8200117666834762
0.6594507694244385,0.7047897403679373,0.9111197429287757,0.7947819524553932
